"","PRIMARY_KEY","ORGANIZATION_NAME","SUB_BUILDING_NAME","BUILDING_NAME","NUMBER","PRIMARY_THORFARE","ALT_THORFARE","SECONDARY_THORFARE","LOCALITY","TOWNLAND","TOWN","COUNTY","POSTCODE","X_CORDINATE","Y_CORDINATE"
"306117",306117,"","","","49","JOSEPHINE AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267224,422441
"306148",306148,"","","","48","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267327,421626
"306160",306160,"","","","9","ROSSVALE GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TH",268914,421923
"306161",306161,"","","ROE VIEW INN","160","BALLYQUIN ROAD","","","","TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT499HA",268921,418832
"306174",306174,"","","","332","SEACOAST ROAD","","","","BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266320,432114
"306256",306256,"","","","31","ARDGARVAN COTTAGES","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268552,420202
"307294",307294,"","","","27","COLLEGE COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490UR",267493,422325
"307952",307952,"","","","5","MINSTREL CLOSE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TY",268490,422451
"307975",307975,"","","","4","THE BRICKFIELD","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490TR",267862,423966
"307986",307986,"","","","115","POINT ROAD","","","","LOWER DOAGHS","LIMAVADY","LONDONDERRY","BT490LP",266024,438735
"308071",308071,"","","","14","MULLANS HILL","","","","DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490UU",272292,416923
"308138",308138,"","","","19","BENBRADDAGH RISE","","","LIMAVADY","GORTNAHEY MORE","GORTNAHEY","LONDONDERRY","BT474GX",266139,412418
"308213",308213,"","","","121A","SEACOAST ROAD","","","","CULMORE LOWER","LIMAVADY","LONDONDERRY","BT499EG",266276,426543
"308463",308463,"","","","76A","DUNCRUN ROAD","","","","DUNCRUN","LIMAVADY","LONDONDERRY","BT490JD",268325,432133
"308471",308471,"","","","82","GLENVIEW DRIVE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267684,421876
"308472",308472,"","","","32","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267510,421694
"308486",308486,"","","","57","BARLEYHILL","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268328,421707
"308545",308545,"","","","9","BROIGHTER GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268852,422497
"308568",308568,"","","","45","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267833,422613
"308575",308575,"","FLAT 8","","5A","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266996,423048
"308724",308724,"","","","18","OUGHTYMOYLE AVENUE","","","","OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266767,431751
"308739",308739,"","","","605","SEACOAST ROAD","","","","BENONE","LIMAVADY","LONDONDERRY","BT490LH",271297,435338
"308882",308882,"","","","30","BISHOPS ROAD","","","","BALLYHANNA","LIMAVADY","LONDONDERRY","BT490JN",270397,427911
"309096",309096,"","","","35","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267486,421685
"309119",309119,"","","","60","TARTNAKILLY ROAD","","","","GLACK","LIMAVADY","LONDONDERRY","BT499NA",262100,418751
"309130",309130,"","APARTMENT C","","5","LODGE COURT","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EY",266899,423197
"309133",309133,"","","","7","ROE MILL GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267332,422318
"309134",309134,"","","","9","GLENLEA PARK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267729,421765
"309137",309137,"","","","15","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267463,422387
"309138",309138,"","","","6","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267610,422111
"309139",309139,"","","","10","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267611,422099
"309141",309141,"","","","2","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AG",267310,422567
"309142",309142,"","","","66","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268077,422233
"309143",309143,"","","","22","TYLER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DP",268020,423485
"309144",309144,"","","","40","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268369,423007
"309145",309145,"","","","86","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268370,423103
"309148",309148,"","","","67","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267481,423318
"309149",309149,"","","","21","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267591,421726
"309150",309150,"","","","70","BALLYQUIN ROAD","","","","CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268155,421096
"309153",309153,"","","","80","ANDERSON CRESCENT","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268395,422076
"309154",309154,"","","","83","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267172,421870
"309155",309155,"","","","13","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268106,423258
"309156",309156,"","","","57","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268194,421888
"309158",309158,"","","","42","JOSEPHINE AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267188,422490
"309159",309159,"","","","163","ROE MILL ROAD","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EX",267192,421578
"309160",309160,"","","","3","SPRINGHILL TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BS",266864,422848
"309161",309161,"","","","74","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267204,421774
"309162",309162,"","","","11","JOSEPHINE TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AY",267204,422355
"309163",309163,"","","","2","GLENBURN WAY","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RN",267803,421910
"309164",309164,"","","","3","ASHDALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ED",267803,422424
"309165",309165,"","","","23","SCROGGY PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267571,423071
"309166",309166,"OLIVER TYRES","","","12","MILL PLACE","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490BJ",267280,423591
"309171",309171,"","","","6","GREYSTONE ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490ND",267871,422515
"309173",309173,"","","","69","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268943,422138
"309174",309174,"","","","13","GLENMILL PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RS",267640,421996
"309175",309175,"","","","10","LOWRY PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268325,421584
"309176",309176,"","","","61","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267338,422974
"309178",309178,"","","","53","KILLANE ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DJ",267751,423610
"309179",309179,"","","","54","ROEVIEW PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267028,422251
"309180",309180,"","","","18","TERRYDOO ROAD","","","","BALLYCRUM","LIMAVADY","LONDONDERRY","BT490PF",273531,422145
"309181",309181,"","","","16","BRANSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268767,422086
"309182",309182,"","","","12","KEADY WAY","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267521,422518
"309184",309184,"","","","87","DRUMSURN ROAD","","","","DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",270000,421790
"309185",309185,"ROE VALLEY PARK","","","41","DOGLEAP ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499NN",267929,420256
"309186",309186,"","","","54","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267529,422437
"309188",309188,"","","","114","TERRYDOO ROAD","","","","AGHANSILLAGH","LIMAVADY","LONDONDERRY","BT490PF",272439,419396
"309189",309189,"","FLAT 18","BENEVENAGH FOLD","102","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
"309193",309193,"","","","15","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268068,421519
"309197",309197,"","","","91","ROE MILL GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267129,422139
"309198",309198,"","","","13","DAISY DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490DX",268865,422178
"309202",309202,"","","","66","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267235,421686
"309203",309203,"","","","40","THORNDALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268161,421915
"309204",309204,"","","","2","WHISPERING PINES","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UB",268882,422417
"309214",309214,"","","","9","LAURAVALE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EE",268550,422618
"309218",309218,"","","","84","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268664,421671
"309444",309444,"","","","55","BALLYNARRIG ROAD","","","","BALLYDARROG","LIMAVADY","LONDONDERRY","BT499NG",265147,418067
"309491",309491,"","","","284","DRUMSURN ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PP",272323,416705
"309492",309492,"","","","119","GORTNAGROSS ROAD","","","","DRUMGAVENNY LOWER","LIMAVADY","LONDONDERRY","BT490PS",272332,415927
"309499",309499,"","","","7","RUSHIE PARK","P핱RC NA LUACHRA","","","DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272066,417326
"309500",309500,"","","","303","DRUMSURN ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PX",272908,416163
"309780",309780,"","","","25","SCOTCHTOWN ROAD","","","","CARROWREAGH","LIMAVADY","LONDONDERRY","BT490JA",265974,430310
"310022",310022,"","","","43","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267636,423299
"314691",314691,"","","","36","BEECH ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271956,417332
"315352",315352,"","","","65","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267188,422877
"315397",315397,"","","","140","AGHANLOO ROAD","","","","BALLYMAGLIN","LIMAVADY","LONDONDERRY","BT490HY",267639,429289
"315552",315552,"","","","43","SHORE AVENUE","","","","CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EE",263392,427839
"315582",315582,"","","","31","PLANTATION VIEW","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268826,423017
"315769",315769,"","","","19A","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266978,423089
"315770",315770,"","","","29C","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267014,423191
"315785",315785,"McCLARTY'S INSURANCE","","","33","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267023,423203
"316016",316016,"","","","63","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267186,422885
"316029",316029,"","","","79","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268150,422354
"316252",316252,"","","","43","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268918,422141
"316258",316258,"","","","28","PLANTATION VIEW","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268773,423056
"316658",316658,"","FLAT 1","","18","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266985,423211
"316754",316754,"","","","4","GLENRUSH GARDENS","","","","DEER PARK","LIMAVADY","LONDONDERRY","BT490RX",267871,421716
"316967",316967,"","","","21","BALLYNARRIG ROAD","","","","BALLYDARROG","LIMAVADY","LONDONDERRY","BT499LP",265287,419368
"316978",316978,"","","","10","ROSSLEA GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TJ",268874,421883
"317052",317052,"","","","10","RATHBRADY ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BH",267060,422665
"317078",317078,"","","","84","ROE MILL GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267139,422232
"317439",317439,"","","","45","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268180,421972
"317452",317452,"","","","43","LILAC AVENUE","","","","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268036,425140
"317477",317477,"","","","3","MOYNE WALK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267155,422292
"317478",317478,"NORTHERN BANK LTD","","","46-48","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267019,422972
"317588",317588,"","","","8","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",267990,422294
"317610",317610,"","","","67","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267115,423268
"317667",317667,"","","","23","KILLANE ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DJ",267590,423494
"317668",317668,"","","","5","ANNADALE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267063,422827
"317675",317675,"","","","3","ROEVIEW PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267073,422350
"317695",317695,"","","","67","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267232,421694
"317706",317706,"","","","2","MELODY WAY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EN",268464,422387
"317716",317716,"","","","15","ANNADALE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267129,422816
"317748",317748,"","","","392","SEACOAST ROAD","","","","BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LA",267188,432700
"317771",317771,"","","","78","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267101,432932
"318300",318300,"","","","22","BEECH ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",272041,417291
"318703",318703,"","","","29","ANDERSON CRESCENT","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268487,422133
"318849",318849,"","","","17","MCQUILLAN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268382,422548
"318862",318862,"","","","66","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267181,432970
"318917",318917,"","","","35","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268173,422021
"319060",319060,"","","","12","ASHBOURNE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
"319115",319115,"","","","4F","GLENVIEW DRIVE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267562,422086
"319140",319140,"","","","14","DRUMACHOSE MEWS","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267761,422562
"319148",319148,"","","","21","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267369,423334
"319257",319257,"","","","17","LILAC AVENUE","","","","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",267946,425082
"319324",319324,"","","","37","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267472,421680
"319325",319325,"","","","35","MASSEY AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267088,422706
"319340",319340,"","","","41","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267377,421647
"319391",319391,"","","","97","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267196,423330
"319419",319419,"","FRONT FLAT","","35","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267023,423203
"320094",320094,"","","","5","PETRIE PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268815,422466
"320100",320100,"","","","66","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269208,422335
"320180",320180,"","","","26","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269112,422317
"320199",320199,"","","","31","GORTENANIMA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268777,422832
"320207",320207,"","APARTMENT B","","110","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267257,422988
"320876",320876,"","","","58","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268177,422741
"320877",320877,"","","","152","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268183,422938
"320878",320878,"","","","70","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268196,421583
"320879",320879,"","","","7","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268027,422536
"320901",320901,"","","","9","RATHBEG DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490BB",267584,422582
"320969",320969,"","","","18","DAIRYVALE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268696,422324
"320975",320975,"","","","29","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268721,421611
"321001",321001,"","","","8","ROSSLEA GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TJ",268901,421854
"321006",321006,"","","","40","ROE MILL ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BB",267004,422686
"321075",321075,"","","","6","ROBERTSON CRESCENT","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UN",268576,422179
"321117",321117,"","UNIT 15","","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268281,425662
"322130",322130,"","","","116A","RINGSEND ROAD","","","","DRUMRAMER","LIMAVADY","LONDONDERRY","BT490QN",274450,423290
"322247",322247,"","FLAT A","","12","RATHBRADY ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BH",267065,422653
"322702",322702,"","","","123","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269214,422252
"322731",322731,"","","","3","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268402,425541
"322798",322798,"","","","96","HIGHLANDS ROAD","","","","CULMORE UPPER","LIMAVADY","LONDONDERRY","BT499LY",264336,420199
"322799",322799,"","","","99","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268198,422294
"323341",323341,"","","","27","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267358,421716
"323451",323451,"","","","36A","LARGY ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LH",268107,418855
"323452",323452,"","","","25A","SCOTCHTOWN ROAD","","","","CLAGAN","LIMAVADY","LONDONDERRY","BT490JA",265994,430458
"323549",323549,"","","","1","BETTS ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PW",271764,417130
"323579",323579,"","","","407","SEACOAST ROAD","","","","CLOONEY","LIMAVADY","LONDONDERRY","BT490LW",268671,433761
"323588",323588,"","","","73","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267083,432883
"323589",323589,"","","","45","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267137,432917
"323596",323596,"","","","37","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267166,432924
"323597",323597,"","","","432","SEACOAST ROAD","","","","LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",266860,433614
"323728",323728,"","","","75","SEACOAST ROAD","","","","BURNALLY","LIMAVADY","LONDONDERRY","BT499DW",266341,424967
"323735",323735,"","","","72","SEACOAST ROAD","","","","BURNALLY","LIMAVADY","LONDONDERRY","BT499DW",266249,425078
"323746",323746,"","","","37","FREEHALL ROAD","","","","DRUMADERRY","LIMAVADY","LONDONDERRY","BT490HU",269272,426967
"323750",323750,"","","","89","AGHANLOO ROAD","","","","DRUMBANE","LIMAVADY","LONDONDERRY","BT490HY",267943,427817
"323956",323956,"","","","82","TARTNAKILLY ROAD","","","","GLACK","LIMAVADY","LONDONDERRY","BT499NA",262082,418783
"323972",323972,"","","","37","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268305,423315
"323973",323973,"","","","17","CASTLE GARDENS","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268306,422936
"323974",323974,"NI COURT SERVICE LONDONDERRY","","","4","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266919,423178
